,cell name,efficiency,coupling,transmission,top cell wavelength (nm),top cell efficiency,top cell 4T SE,top cell 1J SE,top cell QE,bottom cell wavelength (nm),bottom cell efficiency,bottom cell 4T SE,bottom cell 1J SE,bottom cell QE,top cell voltage,top cell current,bottom cell voltage,filtered bottom cell current,bottom cell current
39,,,,,319,0.5234975408113,2.415770839,2.415770839,9.334253241,319,0.0,0.0,15.88790362,0.0,0.5255932,21.1871,0.787788846,2.3102642900000028,28.05526429
40,,,,,320,0.61671131886375,2.638337193,2.638337193,10.1623664,320,0.0,0.0,15.95791453,0.0,0.50325,21.13397,0.793548952,-0.11012715999999756,25.63487284
41,,,,,321,0.8143350053984749,3.012429503,3.012429503,11.56715054,321,0.0,0.0,16.04911439,0.0,0.4809057,21.1871,0.795219759,-2.530288419999998,23.21471158
42,,,,,322,0.8359325448903,3.388801236,3.388801236,12.97193467,322,0.0,0.0,16.14057177,0.0,0.4585625,21.14728,0.799346111,-5.085037059999998,20.65996294
43,,,,,323,0.9210479237786751,3.767452393,3.767452393,14.37671881,323,0.0,0.0,16.23228667,0.0,0.4362193,21.1739,0.799369549,-6.6984172499999985,19.04658275
44,,,,,324,1.2320697429810001,4.148382973,4.148382973,15.78150294,324,0.0,0.0,16.32425908,0.0,0.413875,21.16059,0.803495844,-9.253163699999998,16.4918363
45,,,,,325,1.44682434805095,4.531592978,4.531592978,17.18628708,325,0.0,0.0,16.41648901,0.0,0.3915318,21.1739,0.803528072,-11.471561179999997,14.27343882
46,,,,,326,2.013422317787375,4.917082405,4.917082405,18.59107121,326,0.0,0.0,16.50897645,0.0,0.3691875,21.1739,0.80683654,-14.026263769999998,11.71873623
47,,,,,327,2.3107932075492,5.304851257,5.304851257,19.99585535,327,0.0,0.0,16.60172142,0.0,0.3468432,21.20019,0.810142136,-16.379292487999997,9.365707512
48,,,,,328,2.278671675641625,5.694899533,5.694899533,21.40063948,328,0.0,0.0,16.69472389,0.0,0.3245,21.21339,0.81015,-19.001127634999996,6.743872365
49,,,,,329,2.812298981184,6.087227232,6.087227232,22.80542361,329,0.0,0.0,16.78798389,0.0,0.3021557,21.2267,0.8107,-21.622958420999996,4.122041579
50,,,,,330,3.2692906780572497,6.482186335,6.482186335,24.21152243,330,0.0,0.0,16.8815014,0.0,0.2798125,21.24001,0.811294,-23.908720827999996,1.836279172
51,,,,,331,3.1270081369823997,6.899841432,6.899841432,25.69364055,331,0.0,0.0,16.94910788,0.0,0.2574693,21.20019,0.8118,-24.648275098,1.096724902
52,,,,,332,3.472378243228125,7.319901435,7.319901435,27.17575867,332,0.0,0.0,17.01681375,0.0,0.235125,21.2267,0.8118,-25.744999999999997,0.0
53,,,,,333,3.6195562662875003,7.742366345,7.742366345,28.65787679,333,0.0,0.0,17.08461903,0.0,0.2127807,21.21339,,,
54,,,,,334,3.7687711274163505,8.167236163,8.167236163,30.13999491,334,0.0,0.0,17.1525237,0.0,0.1904375,21.1871,,,
55,,,,,335,4.30627967993135,8.594510887,8.594510887,31.62211304,335,0.0,0.0,17.22052777,0.0,0.1680943,21.20019,,,
56,,,,,336,4.122024623859449,9.024190518,9.024190518,33.10423116,336,0.0,0.0,17.28863124,0.0,0.14575,21.24001,,,
57,,,,,337,3.9683258272504007,9.456275056,9.456275056,34.58634928,337,0.0,0.0,17.3568341,0.0,0.1234057,21.25332,,,
58,,,,,338,4.67561164920795,9.890764502,9.890764502,36.0684674,338,0.0,0.0,17.42513637,0.0,0.1010625,21.27983,,,
59,,,,,339,5.25703654612125,10.32765885,10.32765885,37.55058552,339,0.0,0.0,17.49353803,0.0,0.07871875,21.25332,,,
60,,,,,340,5.836936272211,10.76329757,10.76329757,39.01943333,340,0.0,0.0,17.56203909,0.0,0.056375,21.20019,,,
61,,,,,341,5.816010943028,11.09026256,11.09026256,40.08685425,341,0.0,0.0,17.64252595,0.0,0.03403125,21.2267,,,
62,,,,,342,6.1234170694125005,11.41895957,11.41895957,41.15427516,342,0.0,0.0,17.72318192,0.0,0.0116875,21.20019,,,
63,,,,,343,6.517092116158251,11.74938859,11.74938859,42.22169607,343,0.0,0.0,17.80400701,0.0,-0.01065625,21.21339,,,
64,,,,,344,5.7178953964055,12.08154962,12.08154962,43.28911698,344,0.0,0.0,17.88500121,0.0,-0.033,21.2267,,,
65,,,,,345,6.166129597089,12.41544266,12.41544266,44.35653789,345,0.0,0.0,17.96616452,0.0,0.0,0.0,,,
66,,,,,346,6.750096474275001,12.75106772,12.75106772,45.4239588,346,0.0,0.0,18.04749694,0.0,0.0,0.0,,,
67,,,,,347,7.0042705263685,13.08842479,13.08842479,46.49137972,347,0.0,0.0,18.12899848,0.0,0.0,0.0,,,
68,,,,,348,7.034338833884999,13.42751388,13.42751388,47.55880063,348,0.0,0.0,18.21066913,0.0,0.0,0.0,,,
69,,,,,349,7.1447332294965,13.76833498,13.76833498,48.62622154,349,0.0,0.0,18.29250889,0.0,0.0,0.0,,,
70,,,,,350,8.12963540085125,14.11088809,14.11088809,49.69364245,350,0.0,0.0,18.37451777,0.0,0.0,0.0,,,
71,,,,,351,8.65395978280625,14.33664905,14.33664905,50.34485166,351,0.0,0.0,18.44353679,0.0,0.0,0.0,,,
72,,,,,352,8.204220049113,14.56004268,14.56004268,50.98407124,352,0.0,0.0,18.51264995,0.0,0.0,0.0,,,
73,,,,,353,8.52583626137925,14.78447351,14.78447351,51.62329081,353,0.0,0.0,18.58185724,0.0,0.0,0.0,,,
74,,,,,354,9.852900881958751,15.00994155,15.00994155,52.26251038,354,0.0,0.0,18.65115866,0.0,0.0,0.0,,,
75,,,,,355,10.135665322529999,15.2364468,15.2364468,52.90172996,355,0.0,0.0,18.72055422,0.0,0.0,0.0,,,
76,,,,,356,9.40249206373125,15.46398925,15.46398925,53.54094953,356,0.0,0.0,18.7900439,0.0,0.0,0.0,,,
77,,,,,357,8.15189723452225,15.69256891,15.69256891,54.1801691,357,0.0,0.0,18.85962773,0.0,0.0,0.0,,,
78,,,,,358,7.5180580706715,15.92218578,15.92218578,54.81938868,358,0.0,0.0,18.92930568,0.0,0.0,0.0,,,
79,,,,,359,8.430974764927,16.15283986,16.15283986,55.45860825,359,0.0,0.0,18.99907777,0.0,0.0,0.0,,,
80,,,,,360,10.45333086732,16.38453114,16.38453114,56.09782782,360,0.0,0.0,19.06894399,0.0,0.0,0.0,,,
81,,,,,361,9.6606025413425,16.64903497,16.64903497,56.84553934,361,0.0,0.0,19.12511275,0.0,0.0,0.0,,,
82,,,,,362,10.0335412802955,16.91497666,16.91497666,57.59401566,362,0.0,0.0,19.18129923,0.0,0.0,0.0,,,
83,,,,,363,11.184279818877,17.18213284,17.18213284,58.34249198,363,0.0,0.0,19.23750344,0.0,0.0,0.0,,,
84,,,,,364,11.483740097343249,17.45050351,17.45050351,59.0909683,364,0.0,0.0,19.29372538,0.0,0.0,0.0,,,
85,,,,,365,12.31413261899975,17.72008867,17.72008867,59.83944461,365,0.0,0.0,19.34996504,0.0,0.0,0.0,,,
86,,,,,366,14.268573526592,17.99088832,17.99088832,60.58792093,366,0.0,0.0,19.40622243,0.0,0.0,0.0,,,
87,,,,,367,14.479285642849499,18.26290246,18.26290246,61.33639725,367,0.0,0.0,19.46249754,0.0,0.0,0.0,,,
88,,,,,368,13.763077326900001,18.53613108,18.53613108,62.08487357,368,0.0,0.0,19.51879038,0.0,0.0,0.0,,,
89,,,,,369,14.4117214156685,18.81057419,18.81057419,62.83334988,369,0.0,0.0,19.57510094,0.0,0.0,0.0,,,
90,,,,,370,15.379412059082501,19.08707671,19.08707671,63.58464085,370,0.0,0.0,19.63142923,0.0,0.0,0.0,,,
91,,,,,371,14.84717831816175,19.41378617,19.41378617,64.49868495,371,0.0,0.0,19.71946721,0.0,0.0,0.0,,,
92,,,,,372,14.685564457533749,19.74197877,19.74197877,65.41272905,372,0.0,0.0,19.80769377,0.0,0.0,0.0,,,
93,,,,,373,13.418402837983,20.07165452,20.07165452,66.32677315,373,0.0,0.0,19.89610889,0.0,0.0,0.0,,,
94,,,,,374,12.439085259645,20.4028134,20.4028134,67.24081724,374,0.0,0.0,19.98471259,0.0,0.0,0.0,,,
95,,,,,375,13.55424882820525,20.73545543,20.73545543,68.15486134,375,0.0,0.0,20.07350486,0.0,0.0,0.0,,,
96,,,,,376,15.40080993957,21.0695806,21.0695806,69.06890544,376,0.0,0.0,20.1624857,0.0,0.0,0.0,,,
97,,,,,377,16.917591055018498,21.40518891,21.40518891,69.98294954,377,0.0,0.0,20.25165512,0.0,0.0,0.0,,,
98,,,,,378,19.922451493868,21.74228036,21.74228036,70.89699363,378,0.0,0.0,20.3410131,0.0,0.0,0.0,,,
99,,,,,379,18.10133286663625,22.08085495,22.08085495,71.81103773,379,0.0,0.0,20.43055966,0.0,0.0,0.0,,,
100,,,,,380,17.338091783177,22.42091269,22.42091269,72.72508183,380,0.0,0.0,20.52029479,0.0,0.0,0.0,,,
101,,,,,381,18.433814070188,22.65361648,22.65361648,73.28702558,381,0.0,0.0,20.60159228,0.0,0.0,0.0,,,
102,,,,,382,14.8640584433715,22.88362473,22.88362473,73.83732966,382,0.0,0.0,20.68303306,0.0,0.0,0.0,,,
103,,,,,383,11.77858454058825,23.11452591,23.11452591,74.38763373,383,0.0,0.0,20.76461713,0.0,0.0,0.0,,,
104,,,,,384,13.270631957368499,23.34632002,23.34632002,74.9379378,384,0.0,0.0,20.84634449,0.0,0.0,0.0,,,
105,,,,,385,16.846021594017,23.57900706,23.57900706,75.48824188,385,0.0,0.0,20.92821514,0.0,0.0,0.0,,,
106,,,,,386,16.528316664464,23.81258704,23.81258704,76.03854595,386,0.0,0.0,21.01022908,0.0,0.0,0.0,,,
107,,,,,387,17.087840793364002,24.04705994,24.04705994,76.58885002,387,0.0,0.0,21.0923863,0.0,0.0,0.0,,,
108,,,,,388,16.947919073151,24.28242578,24.28242578,77.1391541,388,0.0,0.0,21.17468682,0.0,0.0,0.0,,,
109,,,,,389,18.5692257439425,24.51868455,24.51868455,77.68945817,389,0.0,0.0,21.25713063,0.0,0.0,0.0,,,
110,,,,,390,21.437935296593754,24.75583625,24.75583625,78.23976224,390,0.0,0.0,21.33971773,0.0,0.0,0.0,,,
111,,,,,391,23.07938838744,24.97769306,24.97769306,78.73903625,391,0.0,0.0,21.39864701,0.0,0.0,0.0,,,
112,,,,,392,21.538733811672,25.20034376,25.20034376,79.23825917,392,0.0,0.0,21.45759783,0.0,0.0,0.0,,,
113,,,,,393,13.962117836287499,25.4238045,25.4238045,79.7374821,393,0.0,0.0,21.51657019,0.0,0.0,0.0,,,
114,,,,,394,14.4591024447375,25.64807529,25.64807529,80.23670502,394,0.0,0.0,21.5755641,0.0,0.0,0.0,,,
115,,,,,395,22.41262148895,25.87315612,25.87315612,80.73592794,395,0.0,0.0,21.63457956,0.0,0.0,0.0,,,
116,,,,,396,20.921648551375,26.099047,26.099047,81.23515087,396,0.0,0.0,21.69361656,0.0,0.0,0.0,,,
117,,,,,397,14.674630039880247,26.32574793,26.32574793,81.73437379,397,0.0,0.0,21.75267511,0.0,0.0,0.0,,,
118,,,,,398,24.301542554432,26.55325891,26.55325891,82.23359672,398,0.0,0.0,21.8117552,0.0,0.0,0.0,,,
119,,,,,399,31.227322198379998,26.78157993,26.78157993,82.73281964,399,0.0,0.0,21.87085684,0.0,0.0,0.0,,,
120,,,,,400,33.090406560585,27.00982068,27.00982068,83.22929909,400,0.0,0.0,21.92998002,0.0,0.0,0.0,,,
121,,,,,401,34.686003963476246,27.21271273,27.21271273,83.64538649,401,0.0,0.0,21.99706421,0.0,0.0,0.0,,,
122,,,,,402,35.88791042837,27.41627993,27.41627993,84.06147389,402,0.0,0.0,22.06420956,0.0,0.0,0.0,,,
123,,,,,403,35.47165573808999,27.62052228,27.62052228,84.47756129,403,0.0,0.0,22.13141604,0.0,0.0,0.0,,,
124,,,,,404,35.926120935952504,27.82543978,27.82543978,84.89364869,404,0.0,0.0,22.19868367,0.0,0.0,0.0,,,
125,,,,,405,35.45925602395,28.03103243,28.03103243,85.30973609,405,0.0,0.0,22.26601244,0.0,0.0,0.0,,,
126,,,,,406,34.82718017117625,28.23730023,28.23730023,85.72582349,406,0.0,0.0,22.33340236,0.0,0.0,0.0,,,
127,,,,,407,34.6913100884075,28.44424318,28.44424318,86.14191089,407,0.0,0.0,22.40085341,0.0,0.0,0.0,,,
128,,,,,408,36.36279344698,28.65186128,28.65186128,86.55799829,408,0.0,0.0,22.46836562,0.0,0.0,0.0,,,
129,,,,,409,38.0160385546425,28.86015453,28.86015453,86.97408568,409,0.0,0.0,22.53593896,0.0,0.0,0.0,,,
130,,,,,410,34.7739383050125,29.06912293,29.06912293,87.39017308,410,0.0,0.0,22.60357345,0.0,0.0,0.0,,,
131,,,,,411,37.4314666181225,29.24047778,29.24047778,87.69143366,411,0.0,0.0,22.65436165,0.0,0.0,0.0,,,
132,,,,,412,39.63284326155,29.41212858,29.41212858,87.99211722,412,0.0,0.0,22.70512873,0.0,0.0,0.0,,,
133,,,,,413,38.888519326415,29.58426727,29.58426727,88.29280077,413,0.0,0.0,22.75587467,0.0,0.0,0.0,,,
134,,,,,414,38.8290268755675,29.75689386,29.75689386,88.59348433,414,0.0,0.0,22.80659948,0.0,0.0,0.0,,,
135,,,,,415,40.16607120570001,29.93000835,29.93000835,88.89416788,415,0.0,0.0,22.85730316,0.0,0.0,0.0,,,
136,,,,,416,41.433857204739994,30.10361072,30.10361072,89.19485144,416,0.0,0.0,22.90798571,0.0,0.0,0.0,,,
137,,,,,417,40.84083392288625,30.27770099,30.27770099,89.495535,417,3.932979833729802e-06,2.9157481855100003e-06,22.95864713,1.3657933771200002e-05,0.0,0.0,,,
138,,,,,418,39.652674001215,30.45227916,30.45227916,89.79621855,418,0.00010276612150479964,7.89218558163e-05,23.00928741,0.00036880096661100003,0.0,0.0,,,
139,,,,,419,40.47020827686375,30.62734521,30.62734521,90.09690211,419,0.0005149562503424804,0.000389712421033,23.05990657,0.00181677551562,0.0,0.0,,,
140,,,,,420,39.00758938725,30.802558,30.802558,90.39658445,420,0.0005033849223027736,0.00039750067894800005,23.11050459,0.00184867099668,0.0,0.0,,,
141,,,,,421,42.54028222615875,30.96935643,30.96935643,90.67020806,421,0.0004267579982031136,0.00031068013337200005,23.18508458,0.0014414594534,0.0,0.0,,,
142,,,,,422,42.72719775819,31.13659884,31.13659884,90.94383166,422,0.0006926249874841027,0.000504736737099,23.25975747,0.002336272561,0.0,0.0,,,
143,,,,,423,41.838177209895,31.30428523,31.30428523,91.21745527,423,0.000835800621031332,0.000625365223368,23.33452326,0.0028877819838800003,0.0,0.0,,,
144,,,,,424,42.062883462765,31.47241561,31.47241561,91.49107888,424,0.0012326935751347141,0.000922329648436,23.40938194,0.00424904525114,0.0,0.0,,,
145,,,,,425,43.158310332720006,31.64098998,31.64098998,91.76470249,425,0.0013677933409210843,0.001002781041731,23.48433353,0.00460880388017,0.0,0.0,,,
146,,,,,426,42.33912108723,31.81000833,31.81000833,92.0383261,426,0.0015396548276473208,0.001156765460291,23.55937801,0.00530403958842,0.0,0.0,,,
147,,,,,427,41.377437613146256,31.97947067,31.97947067,92.3119497,427,0.001486193277971482,0.0011486374479540002,23.63451539,0.00525443639472,0.0,0.0,,,
148,,,,,428,41.28783741225,32.149377,32.149377,92.58557331,428,0.0015772706767476887,0.0012281648251879999,23.70974566,0.00560510728274,0.0,0.0,,,
149,,,,,429,38.182525844034,32.31972731,32.31972731,92.85919692,429,0.0018096194130958942,0.0015317584332959998,23.78506884,0.006974354704519999,0.0,0.0,,,
150,,,,,430,31.78124098035425,32.49034271,32.49034271,93.13230774,430,0.0016921304124458457,0.001729885155975,23.86048491,0.007858141774,0.0,0.0,,,
151,,,,,431,31.156743235772,32.63169589,32.63169589,93.32046681,431,0.0017490142615697137,0.001831812171732,23.91399702,0.00830184678128,0.0,0.0,,,
152,,,,,432,44.8019947713195,32.77335438,32.77335438,93.50862587,432,0.0029356697770757277,0.0021474879955199998,23.96749995,0.00970997343232,0.0,0.0,,,
153,,,,,433,44.489166935042505,32.91531818,32.91531818,93.69678493,433,0.0028473888421615464,0.002106641148367,24.02099371,0.00950328403675,0.0,0.0,,,
154,,,,,434,42.04511883446875,33.05758729,33.05758729,93.884944,434,0.0028751923723513034,0.002260593511431,24.07447829,0.01017428246301,0.0,0.0,,,
155,,,,,435,45.330670781137506,33.2001617,33.2001617,94.07310306,435,0.0033046159705013055,0.0024202991636006997,24.1279537,0.0108680302131873,0.0,0.0,,,
156,,,,,436,49.46856984158375,33.34304143,33.34304143,94.26126213,436,0.0037022043666694315,0.0024953774482564203,24.18141993,0.0111794593202838,0.0,0.0,,,
157,,,,,437,50.279569044705,33.48622647,33.48622647,94.44942119,437,0.004204892507685044,0.00280046121057945,24.23487699,0.0125175451907605,0.0,0.0,,,
158,,,,,438,45.685970286385,33.62971681,33.62971681,94.63758026,438,0.004192828233564576,0.0030863660166099197,24.28832486,0.013763990412303998,0.0,0.0,,,
159,,,,,439,44.53459788075375,33.77351247,33.77351247,94.82573932,439,0.0040350607809234995,0.00306005178191184,24.34176357,0.013615553433124799,0.0,0.0,,,
160,,,,,440,49.434921588799995,33.91761344,33.91761344,95.01389839,440,0.004940363134438815,0.0033896145004726004,24.3951931,0.015047649814199801,0.0,0.0,,,
161,,,,,441,50.291202837562494,34.02364674,34.02364674,95.09480645,441,0.0052938990463565665,0.00358149618358161,24.42556509,0.0158634245269388,0.0,0.0,,,
162,,,,,442,52.98104740427126,34.12902643,34.12902643,95.17352571,442,0.005955014645604624,0.0038360670879166595,24.45582338,0.016952547419621697,0.0,0.0,,,
163,,,,,443,53.945066714137496,34.23453385,34.23453385,95.25224497,443,0.0063360713937415155,0.00402098771616152,24.48596797,0.017729645962183998,0.0,0.0,,,
164,,,,,444,53.35603758375,34.340169,34.340169,95.33096423,444,0.006580613554710632,0.00423531041332945,24.51599885,0.0186325939256743,0.0,0.0,,,
165,,,,,445,54.32554031624501,34.44593188,34.44593188,95.4096835,445,0.007304872790454517,0.00463176526302894,24.54591603,0.0203309453932282,0.0,0.0,,,
166,,,,,446,51.356965153573746,34.55182249,34.55182249,95.48840276,446,0.007071159477731321,0.004757318629371001,24.5757195,0.0208352360389404,0.0,0.0,,,
167,,,,,447,55.994074107125,34.65784084,34.65784084,95.56712202,447,0.00824741962547149,0.0051047858416844805,24.60540928,0.0223069938393582,0.0,0.0,,,
168,,,,,448,57.31277791949875,34.76398691,34.76398691,95.64584129,448,0.009169470753174591,0.00556188991018248,24.63498534,0.024250205198579202,0.0,0.0,,,
169,,,,,449,57.823609838939994,34.87026072,34.87026072,95.72456055,449,0.009430557891854242,0.00568705435962867,24.66444771,0.024740705618296503,0.0,0.0,,,
170,,,,,450,59.971057786048746,34.97619467,34.97619467,95.80199906,450,0.010282330174730096,0.00599683906086176,24.69379637,0.026030404877779197,0.0,0.0,,,
171,,,,,451,61.52772195427,35.06852206,35.06852206,95.84190757,451,0.011511971083499368,0.006561397026787899,24.76840069,0.028417823918148996,0.0,0.0,,,
172,,,,,452,59.3692036267,35.1609142,35.1609142,95.88181609,452,0.01163801541404118,0.00689251727215942,24.84309251,0.0297858824717608,0.0,0.0,,,
173,,,,,453,56.4714938308125,35.2533711,35.2533711,95.9217246,453,0.011793698560008748,0.007362433747957081,24.91787181,0.031746382245121205,0.0,0.0,,,
174,,,,,454,58.952530887085,35.34589276,35.34589276,95.96163312,454,0.012867294608241488,0.00771478354687341,24.99273861,0.0331924214426414,0.0,0.0,,,
175,,,,,455,59.545504642195006,35.43847918,35.43847918,96.00154163,455,0.013874198668319435,0.00825722283488733,25.06769289,0.0354481562823663,0.0,0.0,,,
176,,,,,456,61.166840897525,35.53113035,35.53113035,96.04145015,456,0.015186609473599746,0.00882173074272422,25.14273467,0.0377885300863824,0.0,0.0,,,
177,,,,,457,61.718313662775,35.62384627,35.62384627,96.08135866,457,0.016406493442091573,0.00946983748461274,25.21786394,0.0404759796950429,0.0,0.0,,,
178,,,,,458,60.94595931180625,35.71662695,35.71662695,96.12126718,458,0.017072595732817983,0.010005183932499,25.2930807,0.042670785979737995,0.0,0.0,,,
179,,,,,459,60.316580056906254,35.80947239,35.80947239,96.16117569,459,0.018254928324394553,0.010837805313184151,25.36838495,0.0461211049302423,0.0,0.0,,,
180,,,,,460,60.375360917465,35.90298724,35.90298724,96.20270437,460,0.01908684698251812,0.01135023978741879,25.44377669,0.0481968048895764,0.0,0.0,,,
181,,,,,461,62.3834454015025,36.03636098,36.03636098,96.35062385,461,0.020642278246859387,0.01192419856847968,25.48025456,0.050524185080616804,0.0,0.0,,,
182,,,,,462,63.261285802770004,36.16997473,36.16997473,96.49854332,462,0.022304805149389453,0.012752890308398771,25.51665071,0.053918486385718306,0.0,0.0,,,
183,,,,,463,63.5952315923925,36.30382851,36.30382851,96.6464628,463,0.02378535529588425,0.01357805354410404,25.55296516,0.05728323936576779,0.0,0.0,,,
184,,,,,464,62.27696395098749,36.4379223,36.4379223,96.79438228,464,0.025144030508575218,0.01471163929412724,25.58919789,0.061931861103493996,0.0,0.0,,,
185,,,,,465,61.8025412769875,36.5722561,36.5722561,96.94230175,465,0.026198007217834354,0.015502926084967441,25.62534891,0.0651226053677312,0.0,0.0,,,
186,,,,,466,62.4842012483425,36.70682993,36.70682993,97.09022123,466,0.028114005931187444,0.01651579141206488,25.66141822,0.069228435298048,0.0,0.0,,,
