,QE_smooth,wl,I_sun,Jsc_wl,v,i,Eg,SE,,,,,,,,,,
69,102.3808878,349,0.518925,13.59513614,,,1.188,18.29250889,,,,,,,,,,
70,102.546053,350,0.576125,15.16136709,,,1.188,18.37451777,,,,,,,,,,
71,102.6379888,351,0.603625,15.94472806,,,1.188,18.44353679,,,,,,,,,,
72,102.7299246,352,0.563475,14.93994276,,,1.188,18.51264995,,,,,,,,,,
73,102.8218603,353,0.576675,15.3470863,,,1.188,18.58185724,,,,,,,,,,
74,102.9137961,354,0.656425,17.53463061,,,1.188,18.65115866,,,,,,,,,,
75,103.0057318,355,0.665225,17.83581487,,,1.188,18.72055422,,,,,,,,,,
76,103.0976676,356,0.608025,16.36269831,,,1.188,18.7900439,,,,,,,,,,
77,103.1896034,357,0.519475,14.03147929,,,1.188,18.85962773,,,,,,,,,,
78,103.2815391,358,0.472175,12.80098432,,,1.188,18.92930568,,,,,,,,,,
79,103.3734749,359,0.52195,14.20257575,,,1.188,18.99907777,,,,,,,,,,
80,103.4654107,360,0.638,17.42420668,,,1.188,19.06894399,,,,,,,,,,
81,103.4827224,361,0.58025,15.89369392,,,1.188,19.12511275,,,,,,,,,,
82,103.5000342,362,0.593175,16.29545725,,,1.188,19.18129923,,,,,,,,,,
83,103.517346,363,0.650925,17.93433816,,,1.188,19.23750344,,,,,,,,,,
84,103.5346578,364,0.658075,18.18432468,,,1.188,19.29372538,,,,,,,,,,
85,103.5519696,365,0.694925,19.25856006,,,1.188,19.34996504,,,,,,,,,,
86,103.5692814,366,0.7931,22.04320028,,,1.188,19.40622243,,,,,,,,,,
87,103.5865932,367,0.792825,22.09945679,,,1.188,19.46249754,,,,,,,,,,
88,103.6039049,368,0.7425,20.75654426,,,1.188,19.51879038,,,,,,,,,,
89,103.6212167,369,0.76615,21.47946738,,,1.188,19.57510094,,,,,,,,,,
90,103.6385285,370,0.80575,22.65467962,,,1.188,19.63142923,,,,,,,,,,
91,103.822698,371,0.764775,21.59904511,,,1.188,19.71946721,,,,,,,,,,
92,104.0068676,372,0.743875,21.10277499,,,1.188,19.80769377,,,,,,,,,,
93,104.1910371,373,0.668525,19.04984708,,,1.188,19.89610889,,,,,,,,,,
94,104.3752066,374,0.609675,17.45026336,,,1.188,19.98471259,,,,,,,,,,
95,104.5593761,375,0.653675,18.79276898,,,1.188,20.07350486,,,,,,,,,,
96,104.7435456,376,0.73095,21.10753096,,,1.188,20.1624857,,,,,,,,,,
97,104.9277152,377,0.79035,22.92375047,,,1.188,20.25165512,,,,,,,,,,
98,105.1118847,378,0.9163,26.69414149,,,1.188,20.3410131,,,,,,,,,,
99,105.2960542,379,0.819775,23.98725905,,,1.188,20.43055966,,,,,,,,,,
100,105.4802237,380,0.7733,22.72674806,,,1.188,20.52029479,,,,,,,,,,
101,105.6201684,381,0.813725,24.00955655,,,1.188,20.60159228,,,,,,,,,,
102,105.7601131,382,0.64955,19.24121557,,,1.188,20.68303306,,,,,,,,,,
103,105.9000578,383,0.509575,15.15436464,,,1.188,20.76461713,,,,,,,,,,
104,106.0400025,384,0.568425,16.97105233,,,1.188,20.84634449,,,,,,,,,,
105,106.1799472,385,0.71445,21.41458801,,,1.188,20.92821514,,,,,,,,,,
106,106.3198919,386,0.6941,20.88615631,,,1.188,21.01022908,,,,,,,,,,
107,106.4598366,387,0.7106,21.4662712,,,1.188,21.0923863,,,,,,,,,,
108,106.5997813,388,0.69795,21.16640001,,,1.188,21.17468682,,,,,,,,,,
109,106.739726,389,0.75735,23.05722105,,,1.188,21.25713063,,,,,,,,,,
110,106.8796707,390,0.865975,26.46669526,,,1.188,21.33971773,,,,,,,,,,
111,106.9007127,391,0.924,28.31809131,,,1.188,21.39864701,,,,,,,,,,
112,106.9217548,392,0.8547,26.26639658,,,1.188,21.45759783,,,,,,,,,,
113,106.9427968,393,0.549175,16.92347309,,,1.188,21.51657019,,,,,,,,,,
114,106.9638388,394,0.56375,17.42025092,,,1.188,21.5755641,,,,,,,,,,
115,106.9848809,395,0.86625,26.8409201,,,1.188,21.63457956,,,,,,,,,,
116,107.0059229,396,0.801625,24.9062822,,,1.188,21.69361656,,,,,,,,,,
117,107.026965,397,0.557425,17.36620038,,,1.188,21.75267511,,,,,,,,,,
118,107.048007,398,0.9152,28.58987906,,,1.188,21.8117552,,,,,,,,,,
119,107.0690491,399,1.166,36.52330248,,,1.188,21.87085684,,,,,,,,,,
120,107.0900911,400,1.225125,38.479049,,,1.188,21.92998002,,,,,,,,,,
121,107.1498071,401,1.274625,40.15622203,,,1.188,21.99706421,,,,,,,,,,
122,107.209523,402,1.309,41.36506509,,,1.188,22.06420956,,,,,,,,,,
123,107.269239,403,1.28425,40.70656617,,,1.188,22.13141604,,,,,,,,,,
124,107.328955,404,1.291125,41.04886987,,,1.188,22.19868367,,,,,,,,,,
125,107.388671,405,1.265,40.34025739,,,1.188,22.26601244,,,,,,,,,,
126,107.4483869,406,1.233375,39.45079172,,,1.188,22.33340236,,,,,,,,,,
127,107.5081029,407,1.219625,39.12880404,,,1.188,22.40085341,,,,,,,,,,
128,107.5678189,408,1.269125,40.83960881,,,1.188,22.46836562,,,,,,,,,,
129,107.6275348,409,1.31725,42.51572183,,,1.188,22.53593896,,,,,,,,,,
130,107.6872508,410,1.19625,38.72618768,,,1.188,22.60357345,,,,,,,,,,
131,107.6666129,411,1.280125,41.53458738,,,1.188,22.65436165,,,,,,,,,,
132,107.645975,412,1.3475,43.81859359,,,1.188,22.70512873,,,,,,,,,,
133,107.6253371,413,1.3145,42.8410213,,,1.188,22.75587467,,,,,,,,,,
134,107.6046993,414,1.304875,42.62212891,,,1.188,22.80659948,,,,,,,,,,
135,107.5840614,415,1.342,43.9322247,,,1.188,22.85730316,,,,,,,,,,
136,107.5634235,416,1.376375,45.15744598,,,1.188,22.90798571,,,,,,,,,,
137,107.5427856,417,1.348875,44.35307047,,,1.188,22.95864713,,,,,,,,,,
138,107.5221477,418,1.302125,42.91029874,,,1.188,23.00928741,,,,,,,,,,
139,107.5015098,419,1.321375,43.64046014,,,1.188,23.05990657,,,,,,,,,,
140,107.4808719,420,1.266375,41.91576996,,,1.188,23.11050459,,,,,,,,,,
141,107.571601,421,1.373625,45.61236205,,,1.188,23.18508458,,,,,,,,,,
142,107.66233,422,1.37225,45.71346207,,,1.188,23.25975747,,,,,,,,,,
143,107.7530591,423,1.3365,44.66564269,,,1.188,23.33452326,,,,,,,,,,
144,107.8437881,424,1.3365,44.80893301,,,1.188,23.40938194,,,,,,,,,,
145,107.9345171,425,1.364,45.87734767,,,1.188,23.48433353,,,,,,,,,,
146,108.0252462,426,1.331,44.91046666,,,1.188,23.55937801,,,,,,,,,,
147,108.1159752,427,1.293875,43.7970355,,,1.188,23.63451539,,,,,,,,,,
148,108.2067043,428,1.28425,43.60960586,,,1.188,23.70974566,,,,,,,,,,
149,108.2974333,429,1.1814,40.24454958,,,1.188,23.78506884,,,,,,,,,,
150,108.3881624,430,0.978175,33.42731673,,,1.188,23.86048491,,,,,,,,,,
151,108.3792008,431,0.9548,32.7016957,,,1.188,23.91399702,,,,,,,,,,
152,108.3702392,432,1.367025,46.92506513,,,1.188,23.96749995,,,,,,,,,,
153,108.3612775,433,1.351625,46.49999192,,,1.188,24.02099371,,,,,,,,,,
154,108.3523159,434,1.271875,43.85377735,,,1.188,24.07447829,,,,,,,,,,
155,108.3433543,435,1.365375,47.18219372,,,1.188,24.1279537,,,,,,,,,,
156,108.3343927,436,1.483625,51.38207442,,,1.188,24.18141993,,,,,,,,,,
157,108.3254311,437,1.5015,52.11609272,,,1.188,24.23487699,,,,,,,,,,
158,108.3164695,438,1.3585,47.25664634,,,1.188,24.28832486,,,,,,,,,,
159,108.3075079,439,1.318625,45.97047986,,,1.188,24.34176357,,,,,,,,,,
160,108.2985463,440,1.4575,50.92353167,,,1.188,24.3951931,,,,,,,,,,
161,108.1874972,441,1.478125,51.7084446,,,1.188,24.42556509,,,,,,,,,,
162,108.0764481,442,1.552375,54.37316597,,,1.188,24.45582338,,,,,,,,,,
163,107.965399,443,1.57575,55.25992418,,,1.188,24.48596797,,,,,,,,,,
164,107.8543499,444,1.55375,54.55523437,,,1.188,24.51599885,,,,,,,,,,
165,107.7433009,445,1.577125,55.44355283,,,1.188,24.54591603,,,,,,,,,,
166,107.6322518,446,1.486375,52.31669802,,,1.188,24.5757195,,,,,,,,,,
167,107.5212027,447,1.615625,56.93467554,,,1.188,24.60540928,,,,,,,,,,
168,107.4101536,448,1.648625,58.16743075,,,1.188,24.63498534,,,,,,,,,,
169,107.2991045,449,1.65825,58.57699559,,,1.188,24.66444771,,,,,,,,,,
170,107.1880554,450,1.714625,60.64049059,,,1.188,24.69379637,,,,,,,,,,
171,107.2735039,451,1.7545,62.23820079,,,1.188,24.76840069,,,,,,,,,,
172,107.3589524,452,1.6885,60.07757765,,,1.188,24.84309251,,,,,,,,,,
173,107.4444009,453,1.601875,57.16698167,,,1.188,24.91787181,,,,,,,,,,
174,107.5298494,454,1.667875,59.70119689,,,1.188,24.99273861,,,,,,,,,,
175,107.6152979,455,1.68025,60.32453202,,,1.188,25.06769289,,,,,,,,,,
176,107.7007464,456,1.7215,61.99051313,,,1.188,25.14273467,,,,,,,,,,
177,107.7861949,457,1.7325,62.57303675,,,1.188,25.21786394,,,,,,,,,,
178,107.8716434,458,1.706375,61.81329595,,,1.188,25.2930807,,,,,,,,,,
179,107.9570919,459,1.684375,61.19800968,,,1.188,25.36838495,,,,,,,,,,
180,108.0425404,460,1.681625,61.27967064,,,1.188,25.44377669,,,,,,,,,,
181,107.9627356,461,1.731125,63.17392823,,,1.188,25.48025456,,,,,,,,,,
182,107.8829309,462,1.749,63.91741024,,,1.188,25.51665071,,,,,,,,,,
183,107.8031262,463,1.75175,64.10901746,,,1.188,25.55296516,,,,,,,,,,
184,107.7233215,464,1.709125,62.63775613,,,1.188,25.58919789,,,,,,,,,,
185,107.6435168,465,1.689875,62.01975701,,,1.188,25.62534891,,,,,,,,,,
186,107.563712,466,1.70225,62.56186538,,,1.188,25.66141822,,,,,,,,,,
187,107.4839073,467,1.65825,61.03022637,,,1.188,25.69740581,,,,,,,,,,
188,107.4041026,468,1.706375,62.88916841,,,1.188,25.73331169,,,,,,,,,,
189,107.3242979,469,1.70775,63.02746519,,,1.188,25.76913586,,,,,,,,,,
190,107.2444932,470,1.662375,61.43792035,,,1.188,25.80487832,,,,,,,,,,
191,107.3319155,471,1.689875,62.6381636,,,1.188,25.8808624,,,,,,,,,,
192,107.4193379,472,1.75175,65.12252698,,,1.188,25.95693599,,,,,,,,,,
193,107.5067602,473,1.714625,63.92941276,,,1.188,26.0330991,,,,,,,,,,
194,107.5941825,474,1.7215,64.37374978,,,1.188,26.10935171,,,,,,,,,,
195,107.6816049,475,1.75725,65.90271852,,,1.188,26.18569384,,,,,,,,,,
196,107.7690272,476,1.72425,64.85385537,,,1.188,26.26212548,,,,,,,,,,
197,107.8564496,477,1.7325,65.35403268,,,1.188,26.33864663,,,,,,,,,,
198,107.9438719,478,1.771,67.00066272,,,1.188,26.4152573,,,,,,,,,,
199,108.0312943,479,1.755875,66.62133585,,,1.188,26.49195748,,,,,,,,,,
200,108.1187166,480,1.76825,67.28533742,,,1.188,26.56874716,,,,,,,,,,
201,108.0586231,481,1.772375,67.54524323,,,1.188,26.60930077,,,,,,,,,,
202,107.9985296,482,1.777875,67.85795267,,,1.188,26.64979284,,,,,,,,,,
203,107.9384361,483,1.758625,67.22505146,,,1.188,26.69022339,,,,,,,,,,
204,107.8783426,484,1.72975,66.2212867,,,1.188,26.73059241,,,,,,,,,,
205,107.8182491,485,1.6775,64.31780147,,,1.188,26.77089989,,,,,,,,,,
206,107.7581556,486,1.4575,55.96669103,,,1.188,26.81114585,,,,,,,,,,
207,107.6980621,487,1.557875,59.91066034,,,1.188,26.85133027,,,,,,,,,,
208,107.6379686,488,1.665125,64.13082172,,,1.188,26.89145317,,,,,,,,,,
209,107.5778751,489,1.63075,62.90046506,,,1.188,26.93151454,,,,,,,,,,
210,107.5177816,490,1.750375,67.61485566,,,1.188,26.97151437,,,,,,,,,,
211,107.5197747,491,1.71325,66.31705421,,,1.188,27.02705929,,,,,,,,,,
212,107.5217678,492,1.654125,64.16001738,,,1.188,27.08260624,,,,,,,,,,
213,107.5237609,493,1.728375,67.1775236,,,1.188,27.13815524,,,,,,,,,,
214,107.525754,494,1.722875,67.10082555,,,1.188,27.19370627,,,,,,,,,,
215,107.5277472,495,1.780625,69.49168797,,,1.188,27.24925935,,,,,,,,,,
216,107.5297403,496,1.731125,67.69761211,,,1.188,27.30481447,,,,,,,,,,
217,107.5317334,497,1.739375,68.15863865,,,1.188,27.36037163,,,,,,,,,,
218,107.5337265,498,1.7105,67.16325971,,,1.188,27.41593083,,,,,,,,,,
219,107.5357196,499,1.703625,67.02887718,,,1.188,27.47149207,,,,,,,,,,
220,107.5377128,500,1.6885,66.56815389,,,1.188,27.52705535,,,,,,,,,,
221,107.5236697,501,1.645875,65.0089724,,,1.188,27.57850759,,,,,,,,,,
222,107.5096267,502,1.648625,65.23904587,,,1.188,27.62994546,,,,,,,,,,
223,107.4955837,503,1.69125,67.05035249,,,1.188,27.68136894,,,,,,,,,,
224,107.4815406,504,1.62525,64.55341803,,,1.188,27.73277805,,,,,,,,,,
225,107.4674976,505,1.709125,68.01066006,,,1.188,27.78417278,,,,,,,,,,
226,107.4534546,506,1.764125,70.32907449,,,1.188,27.83555313,,,,,,,,,,
227,107.4394115,507,1.709125,68.26216459,,,1.188,27.8869191,,,,,,,,,,
228,107.4253685,508,1.676125,67.0674226,,,1.188,27.9382707,,,,,,,,,,
229,107.4113255,509,1.722875,69.06472325,,,1.188,27.98960791,,,,,,,,,,
230,107.3972824,510,1.703625,68.41827516,,,1.188,28.04093075,,,,,,,,,,
231,107.4594265,511,1.728375,69.58859099,,,1.188,28.11217032,,,,,,,,,,
232,107.5215706,512,1.753125,70.76411706,,,1.188,28.18347351,,,,,,,,,,
233,107.5837147,513,1.678875,67.93864982,,,1.188,28.25484034,,,,,,,,,,
234,107.6458588,514,1.640375,66.54849471,,,1.188,28.3262708,,,,,,,,,,
235,107.7080029,515,1.6775,68.22638803,,,1.188,28.39776488,,,,,,,,,,
236,107.770147,516,1.654125,67.44521619,,,1.188,28.4693226,,,,,,,,,,
237,107.8322911,517,1.44925,59.24031151,,,1.188,28.54094394,,,,,,,,,,
238,107.8944352,518,1.552375,63.61508246,,,1.188,28.61262892,,,,,,,,,,
239,107.9565793,519,1.55375,63.83109039,,,1.188,28.68437752,,,,,,,,,,
240,108.0187235,520,1.6555,68.18144761,,,1.188,28.75618976,,,,,,,,,,
241,108.1322678,521,1.68575,69.63392117,,,1.188,28.84177544,,,,,,,,,,
242,108.2458122,522,1.6995,70.41049924,,,1.188,28.92747739,,,,,,,,,,
243,108.3593565,523,1.645875,68.39110225,,,1.188,29.0132956,,,,,,,,,,
244,108.4729009,524,1.72975,72.08925366,,,1.188,29.09923006,,,,,,,,,,
245,108.5864452,525,1.72425,72.07253579,,,1.188,29.18528078,,,,,,,,,,
246,108.6999896,526,1.662375,69.69135268,,,1.188,29.27144776,,,,,,,,,,
247,108.8135339,527,1.52625,64.17322361,,,1.188,29.357731,,,,,,,,,,
248,108.9270783,528,1.6665,70.27643847,,,1.188,29.4441305,,,,,,,,,,
249,109.0406226,529,1.742125,73.68141477,,,1.188,29.53064625,,,,,,,,,,
250,109.154167,530,1.71325,72.67274726,,,1.188,29.61727827,,,,,,,,,,
251,109.0550178,531,1.76825,75.07900168,,,1.188,29.64620658,,,,,,,,,,
252,108.9558686,532,1.738,73.8663569,,,1.188,29.67503337,,,,,,,,,,
253,108.8567194,533,1.601875,68.14684011,,,1.188,29.70375864,,,,,,,,,,
254,108.7575702,534,1.670625,71.14008468,,,1.188,29.7323824,,,,,,,,,,
255,108.658421,535,1.711875,72.96655962,,,1.188,29.76090463,,,,,,,,,,
256,108.5592718,536,1.7545,74.85481341,,,1.188,29.78932535,,,,,,,,,,
257,108.4601226,537,1.667875,71.22665091,,,1.188,29.81764454,,,,,,,,,,
258,108.3609734,538,1.7105,73.11608015,,,1.188,29.84586222,,,,,,,,,,
259,108.2618242,539,1.681625,71.94952141,,,1.188,29.87397838,,,,,,,,,,
260,108.162675,540,1.626625,69.66157198,,,1.188,29.90199302,,,,,,,,,,
261,108.1559157,541,1.588125,68.13446883,,,1.188,29.95549498,,,,,,,,,,
262,108.1491564,542,1.683,72.33378435,,,1.188,30.00899002,,,,,,,,,,
263,108.1423971,543,1.683,72.46271232,,,1.188,30.06247814,,,,,,,,,,
264,108.1356377,544,1.716,74.01498878,,,1.188,30.11595934,,,,,,,,,,
265,108.1288784,545,1.695375,73.25522791,,,1.188,30.16943362,,,,,,,,,,
266,108.1221191,546,1.6775,72.61132622,,,1.188,30.22290098,,,,,,,,,,
267,108.1153598,547,1.68575,73.09750291,,,1.188,30.27636142,,,,,,,,,,
268,108.1086005,548,1.662375,72.21118158,,,1.188,30.32981494,,,,,,,,,,
269,108.1018412,549,1.69675,73.83426259,,,1.188,30.38326153,,,,,,,,,,
270,108.0950819,550,1.694,73.84424914,,,1.188,30.43670121,,,,,,,,,,
271,108.1418523,551,1.689875,73.83029987,,,1.188,30.50523391,,,,,,,,,,
272,108.1886227,552,1.714625,75.08003558,,,1.188,30.57381449,,,,,,,,,,
273,108.235393,553,1.683,73.86066175,,,1.188,30.64244297,,,,,,,,,,
274,108.2821634,554,1.70225,74.87290441,,,1.188,30.71111933,,,,,,,,,,
275,108.3289338,555,1.7105,75.40413789,,,1.188,30.77984358,,,,,,,,,,
276,108.3757042,556,1.681625,74.29687165,,,1.188,30.84861572,,,,,,,,,,
277,108.4224746,557,1.65,73.0622602,,,1.188,30.91743575,,,,,,,,,,
278,108.469245,558,1.665125,73.89623401,,,1.188,30.98630367,,,,,,,,,,
279,108.5160154,559,1.6005,71.18622669,,,1.188,31.05521947,,,,,,,,,,
280,108.5627857,560,1.62525,72.44757099,,,1.188,31.12418316,,,,,,,,,,
281,108.5603211,561,1.692625,75.58391442,,,1.188,31.17905419,,,,,,,,,,
282,108.5578564,562,1.64725,73.68714654,,,1.188,31.2339227,,,,,,,,,,
283,108.5553917,563,1.681625,75.3569994,,,1.188,31.28878868,,,,,,,,,,
284,108.552927,564,1.6665,74.81016431,,,1.188,31.34365213,,,,,,,,,,
285,108.5504623,565,1.65825,74.5701093,,,1.188,31.39851307,,,,,,,,,,
286,108.5479976,566,1.599125,72.03694871,,,1.188,31.45337148,,,,,,,,,,
287,108.5455329,567,1.6665,75.20296793,,,1.188,31.50822736,,,,,,,,,,
288,108.5430682,568,1.659625,75.02310704,,,1.188,31.56308072,,,,,,,,,,
289,108.5406035,569,1.632125,73.90818958,,,1.188,31.61793156,,,,,,,,,,
290,108.5381388,570,1.621125,73.5374181,,,1.188,31.67277988,,,,,,,,,,
291,108.5801939,571,1.590875,72.31983502,,,1.188,31.74063988,,,,,,,,,,
292,108.6222489,572,1.651375,75.23071219,,,1.188,31.80854293,,,,,,,,,,
293,108.664304,573,1.66925,76.2074725,,,1.188,31.87648905,,,,,,,,,,
294,108.7063591,574,1.656875,75.80384518,,,1.188,31.94447823,,,,,,,,,,
295,108.7484141,575,1.621125,74.32619985,,,1.188,32.01251047,,,,,,,,,,
296,108.7904692,576,1.612875,74.10520139,,,1.188,32.08058577,,,,,,,,,,
297,108.8325242,577,1.637625,75.40213159,,,1.188,32.14870413,,,,,,,,,,
298,108.8745793,578,1.604625,74.03933866,,,1.188,32.21686555,,,,,,,,,,
299,108.9166343,579,1.618375,74.83186787,,,1.188,32.28507003,,,,,,,,,,
300,108.9586894,580,1.645875,76.26431279,,,1.188,32.35331757,,,,,,,,,,
301,108.9303478,581,1.654125,76.75876822,,,1.188,32.40066914,,,,,,,,,,
302,108.9020063,582,1.68025,78.08496467,,,1.188,32.44799169,,,,,,,,,,
303,108.8736648,583,1.692625,78.77470696,,,1.188,32.49528522,,,,,,,,,,
304,108.8453233,584,1.692625,78.88928506,,,1.188,32.54254973,,,,,,,,,,
305,108.8169817,585,1.678875,78.36200733,,,1.188,32.58978523,,,,,,,,,,
306,108.7886402,586,1.648625,77.06154186,,,1.188,32.6369917,,,,,,,,,,
307,108.7602987,587,1.66375,77.88094452,,,1.188,32.68416915,,,,,,,,,,
308,108.7319572,588,1.615625,75.73728711,,,1.188,32.73131759,,,,,,,,,,
309,108.7036156,589,1.4575,68.42306058,,,1.188,32.77843701,,,,,,,,,,
310,108.6752741,590,1.508375,70.9131423,,,1.188,32.8255274,,,,,,,,,,
311,108.6704845,591,1.5895,74.85042401,,,1.188,32.87971472,,,,,,,,,,
312,108.6656948,592,1.579875,74.51977645,,,1.188,32.93389713,,,,,,,,,,
313,108.6609052,593,1.590875,75.16206744,,,1.188,32.98807463,,,,,,,,,,
314,108.6561155,594,1.584,74.96014977,,,1.188,33.04224723,,,,,,,,,,
315,108.6513259,595,1.579875,74.8875067,,,1.188,33.09641493,,,,,,,,,,
316,108.6465362,596,1.6115,76.51156815,,,1.188,33.15057772,,,,,,,,,,
317,108.6417466,597,1.615625,76.83273329,,,1.188,33.20473561,,,,,,,,,,
