,QE_smooth,wl,I_sun,Jsc_wl,v,i,Eg,SE,,,,,,,,,
110,78.23976224,390,0.865975,19.37457265,0,0,1.87,24.75583625,,,,,,,,,
111,78.73903625,391,0.924,20.85803885,0,0,1.87,24.97769306,,,,,,,,,
112,79.23825917,392,0.8547,19.46566949,0,0,1.87,25.20034376,,,,,,,,,
113,79.7374821,393,0.549175,12.61828915,0,0,1.87,25.4238045,,,,,,,,,
114,80.23670502,394,0.56375,13.06743989,0,0,1.87,25.64807529,,,,,,,,,
115,80.73592794,395,0.86625,20.25544706,0,0,1.87,25.87315612,,,,,,,,,
116,81.23515087,396,0.801625,18.90797758,0,0,1.87,26.099047,,,,,,,,,
117,81.73437379,397,0.557425,13.26222334,0,0,1.87,26.32574793,,,,,,,,,
118,82.23359672,398,0.9152,21.96256287,0,0,1.87,26.55325891,,,,,,,,,
119,82.73281964,399,1.166,28.22174871,0,0,1.87,26.78157993,,,,,,,,,
120,83.22929909,400,1.225125,29.90551456,0,0,1.87,27.00982068,,,,,,,,,
121,83.64538649,401,1.274625,31.34753859,0,0,1.87,27.21271273,,,,,,,,,
122,84.06147389,402,1.309,32.43376372,0,0,1.87,27.41627993,,,,,,,,,
123,84.47756129,403,1.28425,32.0575728,0,0,1.87,27.62052228,,,,,,,,,
124,84.89364869,404,1.291125,32.46829654,0,0,1.87,27.82543978,,,,,,,,,
125,85.30973609,405,1.265,32.04636653,0,0,1.87,28.03103243,,,,,,,,,
126,85.72582349,406,1.233375,31.47512684,0,0,1.87,28.23730023,,,,,,,,,
127,86.14191089,407,1.219625,31.35233401,0,0,1.87,28.44424318,,,,,,,,,
128,86.55799829,408,1.269125,32.86294011,0,0,1.87,28.65186128,,,,,,,,,
129,86.97408568,409,1.31725,34.35706335,0,0,1.87,28.86015453,,,,,,,,,
130,87.39017308,410,1.19625,31.42700941,0,0,1.87,29.06912293,,,,,,,,,
131,87.69143366,411,1.280125,33.8287554,0,0,1.87,29.24047778,,,,,,,,,
132,87.99211722,412,1.3475,35.81825351,0,0,1.87,29.41212858,,,,,,,,,
133,88.29280077,413,1.3145,35.14556942,0,0,1.87,29.58426727,,,,,,,,,
134,88.59348433,414,1.304875,35.09180301,0,0,1.87,29.75689386,,,,,,,,,
135,88.89416788,415,1.342,36.30015923,0,0,1.87,29.93000835,,,,,,,,,
136,89.19485144,416,1.376375,37.44592312,0,0,1.87,30.10361072,,,,,,,,,
137,89.495535,417,1.348875,36.90997726,0,0,1.87,30.27770099,,,,,,,,,
138,89.79621855,418,1.302125,35.83617558,0,0,1.87,30.45227916,,,,,,,,,
139,90.09690211,419,1.321375,36.57502366,0,0,1.87,30.62734521,,,,,,,,,
140,90.39658445,420,1.266375,35.2531792,0,0,1.87,30.802558,,,,,,,,,
141,90.67020806,421,1.373625,38.44585672,0,0,1.87,30.96935643,,,,,,,,,
142,90.94383166,422,1.37225,38.61478196,0,0,1.87,31.13659884,,,,,,,,,
143,91.21745527,423,1.3365,37.81132805,0,0,1.87,31.30428523,,,,,,,,,
144,91.49107888,424,1.3365,38.01440673,0,0,1.87,31.47241561,,,,,,,,,
145,91.76470249,425,1.364,39.00440074,0,0,1.87,31.64098998,,,,,,,,,
146,92.0383261,426,1.331,38.26405698,0,0,1.87,31.81000833,,,,,,,,,
147,92.3119497,427,1.293875,37.39493381,0,0,1.87,31.97947067,,,,,,,,,
148,92.58557331,428,1.28425,37.31395746,0,0,1.87,32.149377,,,,,,,,,
149,92.85919692,429,1.1814,34.50752654,0,0,1.87,32.31972731,,,,,,,,,
150,93.13230774,430,0.978175,28.72235381,0,0,1.87,32.49034271,,,,,,,,,
151,93.32046681,431,0.9548,28.15796285,0,0,1.87,32.63169589,,,,,,,,,
152,93.50862587,432,1.367025,40.48988351,0,0,1.87,32.77335438,,,,,,,,,
153,93.69678493,433,1.351625,40.20716479,0,0,1.87,32.91531818,,,,,,,,,
154,93.884944,434,1.271875,37.99835191,0,0,1.87,33.05758729,,,,,,,,,
155,94.07310306,435,1.365375,40.96767541,0,0,1.87,33.2001617,,,,,,,,,
156,94.26126213,436,1.483625,44.70730914,0,0,1.87,33.34304143,,,,,,,,,
157,94.44942119,437,1.5015,45.44025113,0,0,1.87,33.48622647,,,,,,,,,
158,94.63758026,438,1.3585,41.28877798,0,0,1.87,33.62971681,,,,,,,,,
159,94.82573932,439,1.318625,40.24822309,0,0,1.87,33.77351247,,,,,,,,,
160,95.01389839,440,1.4575,44.67689946,0,0,1.87,33.91761344,,,,,,,,,
161,95.09480645,441,1.478125,45.45076519,0,0,1.87,34.02364674,,,,,,,,,
162,95.17352571,442,1.552375,47.88171706,0,0,1.87,34.12902643,,,,,,,,,
163,95.25224497,443,1.57575,48.75295125,0,0,1.87,34.23453385,,,,,,,,,
164,95.33096423,444,1.55375,48.22061511,0,0,1.87,34.340169,,,,,,,,,
165,95.4096835,445,1.577125,49.09680496,0,0,1.87,34.44593188,,,,,,,,,
166,95.48840276,446,1.486375,46.41394981,0,0,1.87,34.55182249,,,,,,,,,
167,95.56712202,447,1.615625,50.60474537,0,0,1.87,34.65784084,,,,,,,,,
168,95.64584129,448,1.648625,51.79652633,0,0,1.87,34.76398691,,,,,,,,,
169,95.72456055,449,1.65825,52.25819159,0,0,1.87,34.87026072,,,,,,,,,
170,95.80199906,450,1.714625,54.19895154,0,0,1.87,34.97619467,,,,,,,,,
171,95.84190757,451,1.7545,55.60578959,0,0,1.87,35.06852206,,,,,,,,,
172,95.88181609,452,1.6885,53.65502477,0,0,1.87,35.1609142,,,,,,,,,
173,95.9217246,453,1.601875,51.03621432,0,0,1.87,35.2533711,,,,,,,,,
174,95.96163312,454,1.667875,53.27845603,0,0,1.87,35.34589276,,,,,,,,,
175,96.00154163,455,1.68025,53.81435712,0,0,1.87,35.43847918,,,,,,,,,
176,96.04145015,456,1.7215,55.27964268,0,0,1.87,35.53113035,,,,,,,,,
177,96.08135866,457,1.7325,55.77803719,0,0,1.87,35.62384627,,,,,,,,,
178,96.12126718,458,1.706375,55.08002056,0,0,1.87,35.71662695,,,,,,,,,
179,96.16117569,459,1.684375,54.51121792,0,0,1.87,35.80947239,,,,,,,,,
180,96.20270437,460,1.681625,54.56434122,0,0,1.87,35.90298724,,,,,,,,,
181,96.35062385,461,1.731125,56.37915119,0,0,1.87,36.03636098,,,,,,,,,
182,96.49854332,462,1.749,57.17250105,0,0,1.87,36.16997473,,,,,,,,,
183,96.6464628,463,1.75175,57.47430515,0,0,1.87,36.30382851,,,,,,,,,
184,96.79438228,464,1.709125,56.28291839,0,0,1.87,36.4379223,,,,,,,,,
185,96.94230175,465,1.689875,55.85415806,0,0,1.87,36.5722561,,,,,,,,,
186,97.09022123,466,1.70225,56.47020947,0,0,1.87,36.70682993,,,,,,,,,
187,97.2381407,467,1.65825,55.21259775,0,0,1.87,36.84164377,,,,,,,,,
188,97.38606018,468,1.706375,57.02322529,0,0,1.87,36.97669762,,,,,,,,,
189,97.53397966,469,1.70775,57.27798485,0,0,1.87,37.11199149,,,,,,,,,
190,97.68179753,470,1.662375,55.95967046,0,0,1.87,37.24748664,,,,,,,,,
191,97.72811275,471,1.689875,57.03345074,0,0,1.87,37.34443485,,,,,,,,,
192,97.77442798,472,1.75175,59.27534046,0,0,1.87,37.44145822,,,,,,,,,
193,97.82074321,473,1.714625,58.1695761,0,0,1.87,37.53855674,,,,,,,,,
194,97.86705843,474,1.7215,58.55399782,0,0,1.87,37.63573041,,,,,,,,,
195,97.91337366,475,1.75725,59.92441801,0,0,1.87,37.73297923,,,,,,,,,
196,97.95968888,476,1.72425,58.95073619,0,0,1.87,37.83030321,,,,,,,,,
197,98.00600411,477,1.7325,59.38529981,0,0,1.87,37.92770233,,,,,,,,,
198,98.05231933,478,1.771,60.86098505,0,0,1.87,38.02517661,,,,,,,,,
199,98.09863456,479,1.755875,60.49600833,0,0,1.87,38.12272604,,,,,,,,,
200,98.14494979,480,1.76825,61.07838003,0,0,1.87,38.22035062,,,,,,,,,
201,98.16258112,481,1.772375,61.35942904,0,0,1.87,38.30685678,,,,,,,,,
202,98.17995196,482,1.777875,61.68871518,0,0,1.87,38.39328969,,,,,,,,,
203,98.19732279,483,1.758625,61.15819643,0,0,1.87,38.47975078,,,,,,,,,
204,98.21469363,484,1.72975,60.2892409,0,0,1.87,38.56624005,,,,,,,,,
205,98.23206447,485,1.6775,58.5992675,0,0,1.87,38.65275751,,,,,,,,,
206,98.2494353,486,1.4575,51.02811717,0,0,1.87,38.73930316,,,,,,,,,
207,98.26680614,487,1.557875,54.6642078,0,0,1.87,38.825877,,,,,,,,,
208,98.28417697,488,1.665125,58.55782225,0,0,1.87,38.91247902,,,,,,,,,
209,98.30154781,489,1.63075,57.47662398,0,0,1.87,38.99910922,,,,,,,,,
210,98.31891864,490,1.750375,61.82995404,0,0,1.87,39.08576762,,,,,,,,,
211,98.33037733,491,1.71325,60.6491316,0,0,1.87,39.17009908,,,,,,,,,
212,98.34174599,492,1.654125,58.68214652,0,0,1.87,39.2544132,,,,,,,,,
213,98.35311465,493,1.728375,61.44798716,0,0,1.87,39.33874577,,,,,,,,,
214,98.3644833,494,1.722875,61.38378748,0,0,1.87,39.42309678,,,,,,,,,
215,98.37585196,495,1.780625,63.57711557,0,0,1.87,39.50746624,,,,,,,,,
216,98.38722061,496,1.731125,61.94174635,0,0,1.87,39.59185415,,,,,,,,,
217,98.39858927,497,1.739375,62.36962502,0,0,1.87,39.6762605,,,,,,,,,
218,98.40995793,498,1.7105,61.46474949,0,0,1.87,39.7606853,,,,,,,,,
219,98.42132658,499,1.703625,61.34771808,0,0,1.87,39.84512855,,,,,,,,,
220,98.43269524,500,1.6885,60.93195248,0,0,1.87,39.92959024,,,,,,,,,
221,98.39768379,501,1.645875,59.49138758,0,0,1.87,39.9952185,,,,,,,,,
222,98.36196605,502,1.648625,59.68805783,0,0,1.87,40.06050228,,,,,,,,,
223,98.32624831,503,1.69125,61.33098108,0,0,1.87,40.12572811,,,,,,,,,
224,98.29053057,504,1.62525,59.03329699,0,0,1.87,40.19089598,,,,,,,,,
225,98.25481283,505,1.709125,62.180425,0,0,1.87,40.2560059,,,,,,,,,
226,98.21909509,506,1.764125,64.28511845,0,0,1.87,40.32105786,,,,,,,,,
227,98.18337735,507,1.709125,62.38129723,0,0,1.87,40.38605186,,,,,,,,,
228,98.14765961,508,1.676125,61.2751965,0,0,1.87,40.45098791,,,,,,,,,
229,98.11194187,509,1.722875,63.08528531,0,0,1.87,40.515866,,,,,,,,,
230,98.07622413,510,1.703625,62.48022238,0,0,1.87,40.58068614,,,,,,,,,
231,98.21220726,511,1.728375,63.60027539,0,0,1.87,40.71663174,,,,,,,,,
232,98.35027582,512,1.753125,64.72813212,0,0,1.87,40.85366426,,,,,,,,,
233,98.48834438,513,1.678875,62.19496283,0,0,1.87,40.99092081,,,,,,,,,
234,98.62641295,514,1.640375,60.97252037,0,0,1.87,41.12840139,,,,,,,,,
235,98.76448151,515,1.6775,62.56121788,0,0,1.87,41.266106,,,,,,,,,
236,98.90255007,516,1.654125,61.89565528,0,0,1.87,41.40403465,,,,,,,,,
237,99.04061864,517,1.44925,54.41039078,0,0,1.87,41.54218733,,,,,,,,,
238,99.1786872,518,1.552375,58.47623513,0,0,1.87,41.68056404,,,,,,,,,
239,99.31675577,519,1.55375,58.72265362,0,0,1.87,41.81916478,,,,,,,,,
240,99.45482433,520,1.6555,62.77591215,0,0,1.87,41.95798955,,,,,,,,,
241,99.40233261,521,1.68575,64.01210604,0,0,1.87,42.01649021,,,,,,,,,
242,99.34926749,522,1.6995,64.62357651,0,0,1.87,42.07466285,,,,,,,,,
243,99.29620237,523,1.645875,62.67088462,0,0,1.87,42.13274939,,,,,,,,,
244,99.24313724,524,1.72975,65.95530901,0,0,1.87,42.19074982,,,,,,,,,
245,99.19007212,525,1.72425,65.83584175,0,0,1.87,42.24866416,,,,,,,,,
246,99.137007,526,1.662375,63.56019119,0,0,1.87,42.30649238,,,,,,,,,
247,99.08394188,527,1.52625,58.43515718,0,0,1.87,42.3642345,,,,,,,,,
248,99.03087676,528,1.6665,63.8917102,0,0,1.87,42.42189052,,,,,,,,,
249,98.97781164,529,1.742125,66.88172735,0,0,1.87,42.47946043,,,,,,,,,
250,98.92541738,530,1.71325,65.8626423,0,0,1.87,42.53723271,,,,,,,,,
251,98.93943887,531,1.76825,68.11492446,0,0,1.87,42.62353216,,,,,,,,,
252,98.95346036,532,1.738,67.08524943,0,0,1.87,42.70985436,,,,,,,,,
253,98.96748186,533,1.601875,61.95594723,0,0,1.87,42.79619931,,,,,,,,,
254,98.98150335,534,1.670625,64.74540134,0,0,1.87,42.88256701,,,,,,,,,
255,98.99552484,535,1.711875,66.47770877,0,0,1.87,42.96895746,,,,,,,,,
256,99.00954633,536,1.7545,68.26999661,0,0,1.87,43.05537067,,,,,,,,,
257,99.02356782,537,1.667875,65.0295881,0,0,1.87,43.14180663,,,,,,,,,
258,99.03758931,538,1.7105,66.82516862,0,0,1.87,43.22826533,,,,,,,,,
259,99.0516108,539,1.681625,65.82852308,0,0,1.87,43.31474679,,,,,,,,,
260,99.0611766,540,1.626625,63.79980233,0,0,1.87,43.39929894,,,,,,,,,
261,98.92155344,541,1.588125,62.31714148,0,0,1.87,43.41838498,,,,,,,,,
262,98.78193027,542,1.683,66.06866925,0,0,1.87,43.43724447,,,,,,,,,
263,98.64230711,543,1.683,66.09701021,0,0,1.87,43.45587741,,,,,,,,,
264,98.50268395,544,1.716,67.42157534,0,0,1.87,43.47428379,,,,,,,,,
265,98.36306079,545,1.695375,66.63907497,0,0,1.87,43.49246362,,,,,,,,,
266,98.22343763,546,1.6775,65.96369115,0,0,1.87,43.51041689,,,,,,,,,
267,98.08381446,547,1.68575,66.31510939,0,0,1.87,43.52814361,,,,,,,,,
268,97.9441913,548,1.662375,65.42186052,0,0,1.87,43.54564377,,,,,,,,,
269,97.80456814,549,1.69675,66.80115793,0,0,1.87,43.56291738,,,,,,,,,
270,97.66494498,550,1.694,66.71898853,0,0,1.87,43.57996443,,,,,,,,,
271,97.74009154,551,1.689875,66.72883917,0,0,1.87,43.69279353,,,,,,,,,
272,97.82051932,552,1.714625,67.88484677,0,0,1.87,43.80810971,,,,,,,,,
273,97.90094711,553,1.683,66.80835664,0,0,1.87,43.9235564,,,,,,,,,
274,97.98137489,554,1.70225,67.75030979,0,0,1.87,44.03913359,,,,,,,,,
275,98.06180267,555,1.7105,68.25753223,0,0,1.87,44.15484128,,,,,,,,,
276,98.14223046,556,1.681625,67.28132245,0,0,1.87,44.27067948,,,,,,,,,
277,98.22265824,557,1.65,66.18894691,0,0,1.87,44.38664818,,,,,,,,,
278,98.30308603,558,1.665125,66.97039194,0,0,1.87,44.50274738,,,,,,,,,
279,98.38351381,559,1.6005,64.53933176,0,0,1.87,44.61897709,,,,,,,,,
280,98.4640999,560,1.62525,65.70838081,0,0,1.87,44.73540922,,,,,,,,,
281,98.58410341,561,1.692625,68.638084,0,0,1.87,44.8699127,,,,,,,,,
282,98.70410692,562,1.64725,66.99859627,0,0,1.87,45.00461089,,,,,,,,,
283,98.82411043,563,1.681625,68.60173701,0,0,1.87,45.13950381,,,,,,,,,
284,98.94411394,564,1.6665,68.18816984,0,0,1.87,45.27459144,,,,,,,,,
285,99.06411745,565,1.65825,68.05334505,0,0,1.87,45.40987379,,,,,,,,,
286,99.18412096,566,1.599125,65.82269219,0,0,1.87,45.54535087,,,,,,,,,
287,99.30412447,567,1.6665,68.80029686,0,0,1.87,45.68102266,,,,,,,,,
288,99.42412798,568,1.659625,68.72025195,0,0,1.87,45.81688917,,,,,,,,,
289,99.54413149,569,1.632125,67.78225201,0,0,1.87,45.9529504,,,,,,,,,
290,99.66121019,570,1.621125,67.52306756,0,0,1.87,46.08785379,,,,,,,,,
291,99.70424494,571,1.590875,66.40800948,0,0,1.87,46.1886458,,,,,,,,,
292,99.74727969,572,1.651375,69.08399488,0,0,1.87,46.28950765,,,,,,,,,
293,99.79031445,573,1.66925,69.98404595,0,0,1.87,46.39043932,,,,,,,,,
294,99.8333492,574,1.656875,69.61645862,0,0,1.87,46.49144082,,,,,,,,,
295,99.87638396,575,1.621125,68.26243983,0,0,1.87,46.59251216,,,,,,,,,
296,99.91941871,576,1.612875,68.06247554,0,0,1.87,46.69365332,,,,,,,,,
297,99.96245346,577,1.637625,69.25670543,0,0,1.87,46.79486431,,,,,,,,,
298,100.0054882,578,1.604625,68.00798001,0,0,1.87,46.89614512,,,,,,,,,
299,100.048523,579,1.618375,68.73897545,0,0,1.87,46.99749577,,,,,,,,,
300,100.0914065,580,1.645875,70.05776571,0,0,1.87,47.09884507,,,,,,,,,
301,99.98319189,581,1.654125,70.45407276,0,0,1.87,47.12904091,,,,,,,,,
302,99.8749773,582,1.68025,71.61240034,0,0,1.87,47.15906115,,,,,,,,,
303,99.76676271,583,1.692625,72.18547766,0,0,1.87,47.1889058,,,,,,,,,
304,99.65854812,584,1.692625,72.2308628,0,0,1.87,47.21857486,,,,,,,,,
305,99.55033353,585,1.678875,71.6888471,0,0,1.87,47.24806834,,,,,,,,,
306,99.44211894,586,1.648625,70.44083828,0,0,1.87,47.27738622,,,,,,,,,
307,99.33390435,587,1.66375,71.13090334,0,0,1.87,47.30652851,,,,,,,,,
308,99.22568976,588,1.615625,69.11569285,0,0,1.87,47.33549521,,,,,,,,,
309,99.11747518,589,1.4575,62.3891024,0,0,1.87,47.36428632,,,,,,,,,
310,99.00926059,590,1.508375,64.6058438,0,0,1.87,47.39290183,,,,,,,,,
